vid,rally_idx,shot_idx,player_id,shot_type,start_ms,end_ms,depth,height_over_net
u7bnntb4jhok,0,0,2,unknown,1233,2000,34.789,3.645
u7bnntb4jhok,0,1,0,unknown,2600,3133,18.233,
u7bnntb4jhok,1,0,3,unknown,16466,17300,38.506,3.946
u7bnntb4jhok,2,0,0,unknown,26133,26833,32.291,3.151
u7bnntb4jhok,2,1,3,unknown,27400,28466,39.373,4.807
u7bnntb4jhok,2,2,1,drop,28900,30333,18.739,
u7bnntb4jhok,3,0,1,unknown,38066,38866,35.836,4.232
u7bnntb4jhok,3,1,2,unknown,39333,40466,40.847,5.812
u7bnntb4jhok,3,2,1,drop,40900,41800,21.492,
u7bnntb4jhok,4,0,3,unknown,51033,51866,40.571,4.759
u7bnntb4jhok,4,1,0,unknown,52233,53200,24.149,4.822
u7bnntb4jhok,4,2,3,drop,53533,54500,24.741,4.827
u7bnntb4jhok,4,3,1,drive,54500,55166,19.559,4.197
u7bnntb4jhok,4,4,3,drop,55166,55933,20.465,4.86
u7bnntb4jhok,4,5,1,drive,55933,56600,18.864,3.208
u7bnntb4jhok,4,6,3,drive,56666,57366,19.476,4.621
u7bnntb4jhok,4,7,1,smash,57366,57800,22.192,3
u7bnntb4jhok,5,0,2,unknown,69333,70233,39.388,4.874
u7bnntb4jhok,5,1,1,unknown,70600,71833,39.035,6.752
u7bnntb4jhok,5,2,2,drop,72266,73300,27.095,4.622
u7bnntb4jhok,5,3,1,dink,73300,73433,5.996,
u7bnntb4jhok,6,0,2,unknown,83933,84666,35.989,3.974
u7bnntb4jhok,6,1,0,unknown,85266,86166,35.765,3.014
u7bnntb4jhok,6,2,3,drop,86566,87333,18.008,
u7bnntb4jhok,7,0,0,unknown,96500,97366,40.207,3.968
u7bnntb4jhok,7,1,2,unknown,97633,99000,44.23,7.553
u7bnntb4jhok,7,2,1,drop,99600,100366,29.387,3.604
u7bnntb4jhok,7,3,2,drive,100366,100966,16.795,3.431
u7bnntb4jhok,7,4,0,drop,100966,101866,18.625,3.707
u7bnntb4jhok,7,5,2,dink,102233,103166,15.804,4.122
u7bnntb4jhok,7,6,0,dink,103666,104400,16.155,3.787
u7bnntb4jhok,7,7,2,drive,104400,104800,12.15,3.762
u7bnntb4jhok,7,8,1,smash,104800,105033,12.56,4.07
u7bnntb4jhok,7,9,2,drive,105033,105600,12.167,5.811
u7bnntb4jhok,7,10,1,smash,105600,105933,18.839,3.706
u7bnntb4jhok,8,0,0,unknown,117033,117933,40.551,4.854
u7bnntb4jhok,8,1,3,unknown,118366,119466,47.664,6.45
u7bnntb4jhok,8,2,1,drop,119866,121166,29.301,3
u7bnntb4jhok,8,3,3,dink,121433,122233,17.67,4.012
u7bnntb4jhok,8,4,1,drive,122233,122633,16.102,3.683
u7bnntb4jhok,8,5,3,drive,122633,123033,15.774,3.734
u7bnntb4jhok,8,6,0,drive,123033,123533,17.008,4.373
u7bnntb4jhok,8,7,3,drive,123533,123966,16.822,3.44
u7bnntb4jhok,8,8,0,dink,123966,124633,14.864,3
u7bnntb4jhok,8,9,3,dink,124966,125633,10.181,
u7bnntb4jhok,9,0,0,unknown,136466,137266,43.831,4.644
u7bnntb4jhok,9,1,2,unknown,137666,138600,32.673,3.326
u7bnntb4jhok,9,2,0,drop,139166,140000,18.972,4.995
u7bnntb4jhok,9,3,2,drive,140000,140466,15.722,3
u7bnntb4jhok,9,4,0,dink,140466,140733,14.547,3
u7bnntb4jhok,10,0,1,unknown,152666,153833,40.809,7.358
u7bnntb4jhok,10,1,3,unknown,154266,155266,44.089,5.414
u7bnntb4jhok,10,2,1,drop,155700,156666,27.486,3.945
u7bnntb4jhok,10,3,2,dink,156666,157566,15.681,3.734
u7bnntb4jhok,10,4,1,dink,157833,158566,14.258,3.852
u7bnntb4jhok,10,5,2,drive,158566,158933,12.271,3.01
u7bnntb4jhok,10,6,0,drive,158933,160800,35.894,5.39
u7bnntb4jhok,11,0,2,unknown,169066,169933,37.935,4.512
u7bnntb4jhok,11,1,0,unknown,170400,171366,38.198,4.739
u7bnntb4jhok,11,2,2,drop,171800,172566,22.284,
u7bnntb4jhok,12,0,3,unknown,189033,189933,41.816,4.461
u7bnntb4jhok,12,1,1,unknown,190233,191433,39.314,6.238
u7bnntb4jhok,12,2,2,drive,191866,192800,27.166,5.958
u7bnntb4jhok,12,3,1,drive,192800,193400,22.788,4.567
u7bnntb4jhok,12,4,2,drop,193500,194533,18.736,
u7bnntb4jhok,13,0,0,unknown,203566,204366,38.563,3.801
u7bnntb4jhok,13,1,2,unknown,204666,205700,37.628,4.513
u7bnntb4jhok,13,2,1,drop,206033,206700,18.847,
u7bnntb4jhok,14,0,1,unknown,215700,216666,40.602,5.257
u7bnntb4jhok,14,1,3,unknown,217066,218000,43.985,4.919
u7bnntb4jhok,14,2,1,drop,218433,219266,29.331,3.628
u7bnntb4jhok,14,3,2,dink,219266,219966,15.979,3.25
u7bnntb4jhok,14,4,1,drop,220233,221266,17.743,6.275
u7bnntb4jhok,14,5,2,drive,221266,221733,17.466,3.857
u7bnntb4jhok,14,6,0,drive,221733,222333,17.173,3.546
u7bnntb4jhok,14,7,2,drive,222333,222833,18.409,3.563
u7bnntb4jhok,14,8,1,drive,222833,223266,17.823,3.186
u7bnntb4jhok,14,9,2,drive,223266,223733,13.546,4.615
u7bnntb4jhok,14,10,1,drive,223733,223966,13.94,4.022
u7bnntb4jhok,14,11,2,dink,223966,224933,9.812,
u7bnntb4jhok,15,0,1,unknown,236600,237566,39.511,5.014
u7bnntb4jhok,15,1,2,unknown,237866,238900,39.822,4.806
u7bnntb4jhok,15,2,1,drop,239266,240166,25.953,3.799
u7bnntb4jhok,15,3,3,dink,240166,241033,13.418,4.336
u7bnntb4jhok,15,4,1,dink,241033,241733,17,4.392
u7bnntb4jhok,15,5,3,dink,241733,242433,16.321,5.38
u7bnntb4jhok,15,6,1,smash,242433,242733,15.95,3
u7bnntb4jhok,15,7,3,drive,242933,243633,20.455,5.238
u7bnntb4jhok,15,8,1,smash,243633,243933,14.79,3.423
u7bnntb4jhok,15,9,2,drive,243933,244433,14.833,5.402
u7bnntb4jhok,15,10,1,smash,244433,244800,17.496,4.326
u7bnntb4jhok,15,11,2,dink,244800,245266,10.434,
u7bnntb4jhok,16,0,1,unknown,263800,264700,40.471,4.499
u7bnntb4jhok,16,1,3,unknown,265100,266133,42.34,4.891
u7bnntb4jhok,16,2,0,drive,266466,266966,31.129,6.128
u7bnntb4jhok,16,3,2,drive,266966,267600,20.207,6.198
u7bnntb4jhok,16,4,1,drop,267600,268000,20.155,3
u7bnntb4jhok,16,5,3,dink,268233,268666,8.088,
u7bnntb4jhok,17,0,1,unknown,279500,280433,38.444,4.725
u7bnntb4jhok,17,1,2,unknown,280900,281533,24.455,
u7bnntb4jhok,18,0,1,unknown,286466,287400,39.74,4.987
u7bnntb4jhok,18,1,3,unknown,287900,288866,41.607,5.21
u7bnntb4jhok,18,2,0,drop,289233,290066,23.235,
u7bnntb4jhok,19,0,2,unknown,299866,300700,44.149,3.452
u7bnntb4jhok,19,1,0,unknown,301066,302066,38.305,4.803
u7bnntb4jhok,19,2,2,drop,302433,303400,28.384,5.875
u7bnntb4jhok,19,3,0,smash,303400,303700,18.592,4.203
u7bnntb4jhok,20,0,3,unknown,319833,320633,43.54,4.453
u7bnntb4jhok,20,1,1,unknown,320933,322033,37.872,5.54
u7bnntb4jhok,20,2,2,drop,322566,323433,21.104,5.256
u7bnntb4jhok,20,3,0,drive,323433,323966,17.612,4.132
u7bnntb4jhok,20,4,2,drop,323966,324733,18.937,3.923
u7bnntb4jhok,20,5,0,dink,324733,325466,16.523,3.452
u7bnntb4jhok,20,6,3,drop,325566,326500,20.303,3.672
u7bnntb4jhok,20,7,1,dink,326933,327833,17.091,4.325
u7bnntb4jhok,20,8,3,dink,328100,329000,14.752,3.845
u7bnntb4jhok,20,9,0,dink,329300,331366,3.72,
u7bnntb4jhok,20,10,0,dink,331700,332533,15.502,4.405
u7bnntb4jhok,20,11,3,dink,332533,333400,13.137,3.313
u7bnntb4jhok,20,12,0,dink,333700,334433,14.755,3.924
u7bnntb4jhok,20,13,3,drive,334433,334766,12.58,4.152
u7bnntb4jhok,20,14,0,smash,334766,335033,6.032,
u7bnntb4jhok,21,0,3,unknown,344733,345566,41.637,3.893
u7bnntb4jhok,21,1,0,unknown,345833,346866,38.798,5.839
u7bnntb4jhok,21,2,2,drop,347433,348300,25.16,5.212
u7bnntb4jhok,21,3,0,drive,348300,348800,22.598,4.972
u7bnntb4jhok,21,4,2,drop,348966,349666,22.615,
u7bnntb4jhok,22,0,0,unknown,369733,370466,37.637,4.069
u7bnntb4jhok,22,1,3,unknown,371033,372033,38.052,4.683
u7bnntb4jhok,22,2,0,drop,372433,373100,18.483,
u7bnntb4jhok,23,0,1,unknown,382833,383666,38.703,4.105
u7bnntb4jhok,23,1,2,unknown,384333,385200,37.746,3.712
u7bnntb4jhok,23,2,0,drive,385600,386133,23.936,4.588
u7bnntb4jhok,23,3,3,smash,386133,386533,19.836,3.021
u7bnntb4jhok,23,4,0,drop,386766,387533,23.477,3.997
u7bnntb4jhok,23,5,3,dink,387533,388200,20.881,3.327
u7bnntb4jhok,23,6,0,drop,388600,389633,24.435,8.804
u7bnntb4jhok,23,7,3,smash,389633,389833,12.497,3
u7bnntb4jhok,24,0,3,unknown,406433,407400,44.505,4.224
u7bnntb4jhok,24,1,0,unknown,407633,408633,42.029,5.489
u7bnntb4jhok,24,2,2,drive,408933,409333,14.086,
u7bnntb4jhok,25,0,3,unknown,419533,420433,40.989,4.079
u7bnntb4jhok,25,1,1,unknown,420766,421766,37.202,4.585
u7bnntb4jhok,25,2,2,drop,422200,423033,20.988,3.983
u7bnntb4jhok,25,3,1,dink,423033,423933,17.308,4.806
u7bnntb4jhok,25,4,3,dink,424233,425100,15.993,3
u7bnntb4jhok,25,5,1,dink,425466,426333,16.248,3.732
u7bnntb4jhok,25,6,3,dink,426633,427600,20.114,3.766
u7bnntb4jhok,25,7,1,dink,427833,428600,14.331,3.807
u7bnntb4jhok,25,8,2,dink,428600,429300,12.575,3.533
u7bnntb4jhok,25,9,1,dink,429300,430133,16.464,4.035
u7bnntb4jhok,25,10,3,drop,430433,431400,27.003,3.935
u7bnntb4jhok,25,11,1,dink,431700,432633,18.279,3.992
u7bnntb4jhok,25,12,2,drive,433033,433866,29.176,3.141
u7bnntb4jhok,26,0,2,unknown,451500,452433,46.141,4.025
u7bnntb4jhok,26,1,0,unknown,452766,453866,36.06,6.167
u7bnntb4jhok,26,2,2,drop,454300,455300,30.514,4.072
u7bnntb4jhok,26,3,0,dink,455300,456033,17.606,3.729
u7bnntb4jhok,26,4,3,atp,456300,458666,24.642,
u7bnntb4jhok,27,0,0,unknown,468133,469000,43.998,4.976
u7bnntb4jhok,27,1,2,unknown,469366,469966,18.884,
u7bnntb4jhok,28,0,0,unknown,479766,480466,34.05,3.653
u7bnntb4jhok,28,1,3,unknown,481100,482266,42.998,6.299
u7bnntb4jhok,28,2,1,drop,482633,483633,27.791,4.957
u7bnntb4jhok,28,3,3,dink,483633,484366,19.102,3.486
u7bnntb4jhok,28,4,0,drop,484500,485466,19.877,3.988
u7bnntb4jhok,28,5,2,dink,485866,486966,16.218,3
u7bnntb4jhok,28,6,0,dink,486966,487833,14.351,3.08
u7bnntb4jhok,28,7,2,dink,488300,488966,15.471,3.559
u7bnntb4jhok,28,8,0,drive,489200,490433,14.052,3.049
u7bnntb4jhok,28,9,2,drive,490433,490800,9.809,4.354
u7bnntb4jhok,28,10,1,smash,490800,491133,10.243,4.126
u7bnntb4jhok,28,11,2,drive,491133,491633,12.721,6.648
u7bnntb4jhok,28,12,1,smash,491633,492233,20.001,6.25
u7bnntb4jhok,28,13,3,drop,492233,492966,3.461,
u7bnntb4jhok,29,0,0,unknown,501666,502433,40.358,4.508
u7bnntb4jhok,29,1,2,unknown,502866,504166,48.88,6.703
u7bnntb4jhok,29,2,0,drop,504433,505200,26.904,
u7bnntb4jhok,30,0,1,unknown,513200,514233,45.515,6.104
u7bnntb4jhok,30,1,3,unknown,514433,516166,44.637,12.382
u7bnntb4jhok,30,2,1,drop,516733,517666,26.173,5.999
u7bnntb4jhok,30,3,2,drive,517666,518000,13.768,3.404
u7bnntb4jhok,30,4,1,drive,518000,518466,15.188,4.567
u7bnntb4jhok,30,5,2,drive,518466,519133,24.689,4.529
u7bnntb4jhok,31,0,2,unknown,530566,531333,46.912,3.05
u7bnntb4jhok,31,1,0,unknown,531800,532800,39.579,5.194
u7bnntb4jhok,31,2,3,drop,533200,534033,26.9,4.176
u7bnntb4jhok,31,3,1,dink,534033,534866,16.673,4.018
u7bnntb4jhok,31,4,3,drop,535500,536333,18.855,3.069
u7bnntb4jhok,31,5,1,dink,536633,537400,15.003,3.985
u7bnntb4jhok,31,6,3,dink,537400,538266,12.641,3.616
u7bnntb4jhok,31,7,0,dink,538533,539033,14.942,3.439
u7bnntb4jhok,31,8,2,dink,539033,540566,9.249,3.074
u7bnntb4jhok,31,10,3,drop,543766,544866,26.398,4.539
u7bnntb4jhok,31,11,1,drive,545366,545900,18.678,3.541
u7bnntb4jhok,31,12,2,drive,545900,546366,15.705,3.972
u7bnntb4jhok,31,13,0,drive,546366,546900,15.707,3.853
u7bnntb4jhok,31,14,2,drop,546900,547200,9.084,
u7bnntb4jhok,32,0,3,unknown,559833,560600,40.83,4.135
u7bnntb4jhok,32,1,1,unknown,561000,562033,41.954,5.4
u7bnntb4jhok,32,2,3,drive,562400,562833,20.379,4.602
u7bnntb4jhok,32,3,0,drive,562833,563500,18.641,4.597
u7bnntb4jhok,32,4,2,dink,563600,564400,17.268,3.533
u7bnntb4jhok,32,5,0,drive,564400,565100,20.525,3.512
u7bnntb4jhok,32,6,3,drop,565300,566100,19.846,
u7bnntb4jhok,33,0,0,unknown,575200,576066,39.428,4.953
u7bnntb4jhok,33,1,2,unknown,576533,577466,32.802,3.842
u7bnntb4jhok,33,2,1,drop,577866,578833,24.187,5.249
u7bnntb4jhok,33,3,2,drive,578833,579300,15.935,5.064
u7bnntb4jhok,33,4,0,drive,579300,579766,15.13,5.325
u7bnntb4jhok,33,5,3,smash,579766,580100,18.314,3
u7bnntb4jhok,34,0,1,unknown,590766,591733,39.24,5.933
u7bnntb4jhok,34,1,3,unknown,592233,593433,51.38,7.345
u7bnntb4jhok,35,0,1,unknown,601566,602466,43.599,4.65
u7bnntb4jhok,35,1,2,unknown,602833,603966,38.788,6.125
u7bnntb4jhok,35,2,0,drive,604266,604833,30.273,4.118
u7bnntb4jhok,35,3,3,drive,604833,605433,19.443,3.64
u7bnntb4jhok,35,4,0,drop,605800,606900,27.887,5.571
u7bnntb4jhok,35,5,3,drive,606900,607566,22.345,3
u7bnntb4jhok,35,6,0,drive,607566,608133,21.701,6.32
u7bnntb4jhok,35,7,3,smash,608133,608766,29.67,4.707
u7bnntb4jhok,36,0,2,unknown,623333,624200,47.515,4.952
u7bnntb4jhok,36,1,1,unknown,624566,625900,42.426,7.891
u7bnntb4jhok,36,2,3,drop,626433,627466,25.758,4.162
u7bnntb4jhok,36,3,0,dink,627700,628566,13.376,4.579
u7bnntb4jhok,36,4,2,dink,628566,629466,9.902,4.267
u7bnntb4jhok,36,5,0,dink,629800,630533,16.633,3.455
u7bnntb4jhok,36,6,3,dink,630666,631566,12.182,3.98
u7bnntb4jhok,36,7,1,drive,632000,632866,20.499,3.664
u7bnntb4jhok,36,8,2,dink,632866,633400,14.655,3.874
u7bnntb4jhok,36,9,1,drive,633400,633933,12.867,4.162
u7bnntb4jhok,36,10,2,dink,633933,634300,8.424,
u7bnntb4jhok,37,0,3,unknown,643566,644533,46.627,4.493
u7bnntb4jhok,37,1,0,unknown,644733,645800,40.232,4.869
u7bnntb4jhok,37,2,3,drop,646233,647133,21.502,5.441
u7bnntb4jhok,37,3,0,dink,647133,647566,13.83,3.716
u7bnntb4jhok,37,4,2,drop,647800,648800,19.357,5.867
u7bnntb4jhok,37,5,0,dink,648800,649533,17.308,3.765
u7bnntb4jhok,37,6,3,dink,649766,650633,12.919,3
u7bnntb4jhok,37,7,1,dink,651033,651766,14.025,3.345
u7bnntb4jhok,37,8,3,dink,652033,652433,7.206,
u7bnntb4jhok,38,0,1,unknown,663733,664600,37.417,4.596
u7bnntb4jhok,38,1,2,unknown,665266,666200,34.515,3.914
u7bnntb4jhok,38,2,0,drive,666533,667066,25.615,3.202
u7bnntb4jhok,38,3,3,dink,667066,667966,12.998,4.947
u7bnntb4jhok,38,4,1,drive,667966,668300,13.914,3.588
u7bnntb4jhok,38,5,3,drive,668300,668833,18.227,6.579
u7bnntb4jhok,38,6,0,smash,668833,669400,10.348,
u7bnntb4jhok,39,0,1,unknown,681666,682600,40.788,4.957
u7bnntb4jhok,39,1,3,unknown,682966,684066,39.157,5.761
u7bnntb4jhok,39,2,1,drop,684500,685500,29.675,4.564
u7bnntb4jhok,39,3,2,dink,685500,686233,15.131,3.586
u7bnntb4jhok,39,4,0,drop,686600,687533,19.587,3.437
u7bnntb4jhok,39,5,2,dink,687933,688700,15.68,3.397
u7bnntb4jhok,39,6,0,dink,689066,689800,17.325,3.442
u7bnntb4jhok,39,7,2,dink,690233,690800,9.161,
